Gender,Own_Car,Own_Realty,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Age,Years_Employed,Family_Size,Occupation_Type,TARGET
M,N,Y,0,364500.0,Working,Secondary / secondary special,Married,House / apartment,22,1.8,2.0,Laborers,0
M,N,Y,0,364500.0,Working,Secondary / secondary special,Married,House / apartment,22,1.8,2.0,Laborers,0
M,N,Y,0,364500.0,Working,Secondary / secondary special,Married,House / apartment,22,1.8,2.0,Laborers,0
M,N,Y,0,364500.0,Working,Secondary / secondary special,Married,House / apartment,22,1.8,2.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6.5,4.0,Laborers,0
F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,61,9.6,2.0,Medicine staff,0
F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,61,9.6,2.0,Medicine staff,0
F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,61,9.6,2.0,Medicine staff,0
F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,61,9.6,2.0,Medicine staff,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,0.9,1.0,Medicine staff,0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,0.9,1.0,Medicine staff,0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,0.9,1.0,Medicine staff,0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,0.9,1.0,Medicine staff,0
F,Y,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,46,5.3,2.0,Laborers,0
M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,54,16.6,4.0,Laborers,0
M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,54,16.6,4.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,38,4.9,3.0,Managers,0
M,N,N,0,225000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,56,14.5,1.0,Managers,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,58,27.5,4.0,Laborers,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,58,27.5,4.0,Laborers,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,58,27.5,4.0,Laborers,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,58,27.5,4.0,Laborers,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,58,27.5,4.0,Laborers,0
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,2.3,3.0,Unknown,0
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,2.3,3.0,Unknown,0
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,2.3,3.0,Unknown,0
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,2.3,3.0,Unknown,0
F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,49,9.9,3.0,Managers,0
F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,49,9.9,3.0,Managers,0
M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.6,3.0,Laborers,0
M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,47,1.3,3.0,High skill tech staff,0
M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,47,1.3,3.0,High skill tech staff,0
M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,47,1.3,3.0,High skill tech staff,0
M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,47,1.3,3.0,High skill tech staff,0
M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,47,1.3,3.0,High skill tech staff,0
M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,47,1.3,3.0,High skill tech staff,0
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33,1.5,2.0,Managers,0
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33,1.5,2.0,Managers,0
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33,1.5,2.0,Managers,0
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33,1.5,2.0,Managers,0
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33,1.5,2.0,Managers,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,6.2,1.0,Sales staff,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,6.2,1.0,Sales staff,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,6.2,1.0,Sales staff,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,6.2,1.0,Sales staff,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,6.2,1.0,Sales staff,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,6.2,1.0,Sales staff,0
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,26,0.3,2.0,Unknown,0
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,26,0.3,2.0,Unknown,0
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,26,0.3,2.0,Unknown,0
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,26,0.3,2.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,62,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,62,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,62,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,62,0.0,1.0,Unknown,0
F,Y,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,49,4.1,1.0,Laborers,0
F,Y,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,49,4.1,1.0,Laborers,0
F,Y,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,49,4.1,1.0,Laborers,0
F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,6.3,5.0,Sales staff,0
F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,6.3,5.0,Sales staff,0
F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,6.3,5.0,Sales staff,0
F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,6.3,5.0,Sales staff,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,32,4.6,3.0,Laborers,0
M,Y,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,50,10.4,1.0,Drivers,0
M,Y,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,50,10.4,1.0,Drivers,0
F,Y,N,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,34,1.7,2.0,Laborers,0
F,Y,N,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,34,1.7,2.0,Laborers,0
F,Y,N,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,34,1.7,2.0,Laborers,0
F,Y,N,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,34,1.7,2.0,Laborers,0
F,Y,N,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,34,1.7,2.0,Laborers,0
M,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,32,4.8,4.0,Managers,0
F,Y,N,0,292500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,2.0,2.0,Unknown,0
F,Y,N,0,292500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,2.0,2.0,Unknown,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,5.4,1.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,5.4,1.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,5.4,1.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,5.4,1.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,5.4,1.0,Laborers,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4.4,2.0,Waiters/barmen staff,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Office apartment,52,1.9,2.0,Unknown,0
F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61,0.0,1.0,Unknown,1
F,N,N,0,112500.0,State servant,Higher education,Married,House / apartment,37,0.5,2.0,Core staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,9.8,2.0,Sales staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,9.8,2.0,Sales staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,9.8,2.0,Sales staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,9.8,2.0,Sales staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,9.8,2.0,Sales staff,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,9.8,2.0,Sales staff,0
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,6.6,2.0,Laborers,0
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,6.6,2.0,Laborers,0
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,6.6,2.0,Laborers,0
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,6.6,2.0,Laborers,0
F,N,N,0,270000.0,Working,Higher education,Civil marriage,House / apartment,42,0.9,2.0,Unknown,0
F,N,N,0,270000.0,Working,Higher education,Civil marriage,House / apartment,42,0.9,2.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,50,0.0,1.0,Unknown,0
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46,3.5,2.0,Core staff,0
F,N,N,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,35,4.4,4.0,Cooking staff,0
F,N,N,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,35,4.4,4.0,Cooking staff,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,6.4,2.0,Drivers,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,6.4,2.0,Drivers,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,6.4,2.0,Drivers,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,6.4,2.0,Drivers,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,6.4,2.0,Drivers,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54,6.4,2.0,Drivers,0
M,N,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,38,8.5,2.0,Laborers,0
M,N,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,38,8.5,2.0,Laborers,0
M,N,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,38,8.5,2.0,Laborers,0
F,Y,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,31,10.4,3.0,Sales staff,0
F,Y,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,31,10.4,3.0,Sales staff,0
F,Y,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,31,10.4,3.0,Sales staff,0
F,Y,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,31,10.4,3.0,Sales staff,0
F,N,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,38,3.8,2.0,Sales staff,0
F,N,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,38,3.8,2.0,Sales staff,0
F,N,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,38,3.8,2.0,Sales staff,0
F,N,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,38,3.8,2.0,Sales staff,0
F,N,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,38,3.8,2.0,Sales staff,0
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,10.8,2.0,Drivers,0
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,10.8,2.0,Drivers,0
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,10.8,2.0,Drivers,0
F,N,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51,3.1,2.0,Laborers,0
F,N,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51,3.1,2.0,Laborers,0
F,N,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51,3.1,2.0,Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,1.9,2.0,Low-skill Laborers,0
M,N,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28,3.8,1.0,Laborers,0
M,N,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28,3.8,1.0,Laborers,0
M,N,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28,3.8,1.0,Laborers,0
M,N,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28,3.8,1.0,Laborers,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,33,0.3,4.0,Cooking staff,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,33,0.3,4.0,Cooking staff,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,33,0.3,4.0,Cooking staff,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,33,0.3,4.0,Cooking staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39,9.6,2.0,High skill tech staff,0
M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,2.0,Unknown,0
F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,42,5.4,2.0,Core staff,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,42,4.4,2.0,Sales staff,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,42,4.4,2.0,Sales staff,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,42,4.4,2.0,Sales staff,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,42,4.4,2.0,Sales staff,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,42,4.4,2.0,Sales staff,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,1.8,2.0,Laborers,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,1.8,2.0,Laborers,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,1.8,2.0,Laborers,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,1.8,2.0,Laborers,0
M,N,N,0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
M,N,N,0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
M,Y,N,1,247500.0,Commercial associate,Higher education,Married,House / apartment,28,8.8,3.0,IT staff,0
M,Y,N,1,247500.0,Commercial associate,Higher education,Married,House / apartment,28,8.8,3.0,IT staff,0
M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58,0.0,1.0,Unknown,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,38,6.2,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10.9,2.0,Core staff,0
M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,40,0.3,4.0,Drivers,0
M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,40,0.3,4.0,Drivers,0
M,Y,N,1,202500.0,Commercial associate,Higher education,Married,Municipal apartment,42,2.4,3.0,Drivers,0
M,N,N,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,0.6,1.0,Unknown,0
M,N,N,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,0.6,1.0,Unknown,0
M,N,N,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,0.6,1.0,Unknown,0
M,N,N,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,0.6,1.0,Unknown,0
M,N,N,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,0.6,1.0,Unknown,0
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66,0.0,1.0,Unknown,0
M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,51,0.0,2.0,Unknown,0
F,N,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,33,1.3,1.0,Accountants,0
M,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,29,4.2,2.0,Cooking staff,0
M,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,29,4.2,2.0,Cooking staff,0
M,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,29,4.2,2.0,Cooking staff,0
M,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,29,4.2,2.0,Cooking staff,0
M,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,29,4.2,2.0,Cooking staff,0
F,Y,N,0,69750.0,Pensioner,Higher education,Widow,House / apartment,57,0.0,1.0,Unknown,0
F,Y,N,0,69750.0,Pensioner,Higher education,Widow,House / apartment,57,0.0,1.0,Unknown,0
M,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,2.0,Unknown,0
M,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,2.0,Unknown,0
M,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,2.0,Unknown,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,31,2.7,1.0,Sales staff,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,31,2.7,1.0,Sales staff,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,31,2.7,1.0,Sales staff,0
